Event Type,C2S ID,Source,Source Port(s),Destination,Destination Port(s),Start Time (UTC),Stop Time (UTC)
out2in,51251.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-06 18:40:00,2009-11-06 18:46:00
compromised_server,51252.0,172.28.151.53,,255.255.255.255,80,2009-11-06 18:42:00,2009-11-06 18:46:00
compromised_server,51253.0,172.28.102.68,,255.255.255.255,80,2009-11-06 18:43:00,2009-11-06 18:46:00
compromised_server,51254.0,172.28.103.126,,255.255.255.255,80,2009-11-06 18:43:00,2009-11-06 18:46:00
compromised_server,51255.0,172.28.120.57,,255.255.255.255,80,2009-11-06 18:43:00,2009-11-06 18:46:00
compromised_server,51256.0,172.28.104.200,,255.255.255.255,80,2009-11-06 18:43:00,2009-11-06 18:46:00
compromised_server,51257.0,172.28.126.109,,255.255.255.255,80,2009-11-06 18:43:00,2009-11-06 18:46:00
compromised_server,51258.0,172.28.116.175,,255.255.255.255,80,2009-11-06 18:43:00,2009-11-06 18:46:00
compromised_server,51259.0,172.28.104.143,,255.255.255.255,80,2009-11-06 18:43:00,2009-11-06 18:46:00
compromised_server,51260.0,172.28.119.228,,255.255.255.255,80,2009-11-06 18:43:00,2009-11-06 18:46:00
ddos,51261.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-06 19:22:00,2009-11-06 19:24:00
ddos,51262.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-06 19:22:00,2009-11-06 19:24:00
ddos,51263.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-06 19:22:00,2009-11-06 19:24:00
ddos,51264.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-06 19:23:00,2009-11-06 19:24:00
ddos,51265.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-06 19:23:00,2009-11-06 19:24:00
ddos,51266.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-06 19:23:00,2009-11-06 19:24:00
ddos,51267.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-06 19:23:00,2009-11-06 19:24:00
ddos,51268.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-06 19:23:00,2009-11-06 19:24:00
ddos,51269.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-06 19:23:00,2009-11-06 19:24:00
ddos,51270.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-06 19:23:00,2009-11-06 19:24:00
failed attack exploit/iis-asp-overflow,51271.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-06 19:43:00,2009-11-06 19:43:00
failed attack exploit/iis-asp-overflow,51272.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-06 19:43:00,2009-11-06 19:43:00
ddos,51275.0,19.202.221.71,0.0,172.28.4.7,80,2009-11-06 19:54:00,2009-11-06 19:56:00
ddos,51276.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-06 19:56:00,2009-11-06 19:58:00
failed attack exploit/iis-asp-overflow,51277.0,25.178.184.105,0.0,172.28.20.14,80,2009-11-06 21:28:00,2009-11-06 21:29:00
failed attack exploit/iis-asp-overflow,51278.0,25.178.184.105,0.0,172.28.128.124,80,2009-11-06 21:29:00,2009-11-06 21:29:00
ddos,51279.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-06 21:43:00,2009-11-06 21:45:00
ddos,51280.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-06 21:43:00,2009-11-06 21:45:00
ddos,51281.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-06 21:43:00,2009-11-06 21:45:00
ddos,51282.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-06 21:44:00,2009-11-06 21:45:00
ddos,51283.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-06 21:44:00,2009-11-06 21:45:00
ddos,51284.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-06 21:44:00,2009-11-06 21:45:00
ddos,51285.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-06 21:44:00,2009-11-06 21:45:00
ddos,51286.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-06 21:44:00,2009-11-06 21:45:00
ddos,51287.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-06 21:44:00,2009-11-06 21:45:00
ddos,51288.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-06 21:44:00,2009-11-06 21:45:00
out2in,51289.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-06 22:32:00,2009-11-06 22:38:00
compromised_server,51290.0,172.28.151.53,,255.255.255.255,80,2009-11-06 22:32:00,2009-11-06 22:38:00
compromised_server,51291.0,172.28.102.68,,255.255.255.255,80,2009-11-06 22:32:00,2009-11-06 22:38:00
compromised_server,51292.0,172.28.116.175,,255.255.255.255,80,2009-11-06 22:33:00,2009-11-06 22:38:00
compromised_server,51293.0,172.28.103.126,,255.255.255.255,80,2009-11-06 22:33:00,2009-11-06 22:38:00
compromised_server,51294.0,172.28.120.57,,255.255.255.255,80,2009-11-06 22:33:00,2009-11-06 22:38:00
compromised_server,51295.0,172.28.104.143,,255.255.255.255,80,2009-11-06 22:33:00,2009-11-06 22:38:00
compromised_server,51296.0,172.28.104.200,,255.255.255.255,80,2009-11-06 22:33:00,2009-11-06 22:38:00
compromised_server,51297.0,172.28.119.228,,255.255.255.255,80,2009-11-06 22:33:00,2009-11-06 22:38:00
compromised_server,51298.0,172.28.126.109,,255.255.255.255,80,2009-11-06 22:33:00,2009-11-06 22:38:00
ddos,51299.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-06 23:09:00,2009-11-06 23:14:00
ddos,51300.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-06 23:09:00,2009-11-06 23:14:00
ddos,51301.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-06 23:21:00,2009-11-06 23:26:00
ddos,51302.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-06 23:21:00,2009-11-06 23:26:00
out2in,51303.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-06 23:43:00,2009-11-06 23:49:00
compromised_server,51304.0,172.28.151.53,,255.255.255.255,80,2009-11-06 23:43:00,2009-11-06 23:49:00
compromised_server,51305.0,172.28.102.68,,255.255.255.255,80,2009-11-06 23:44:00,2009-11-06 23:49:00
compromised_server,51306.0,172.28.116.175,,255.255.255.255,80,2009-11-06 23:44:00,2009-11-06 23:49:00
compromised_server,51307.0,172.28.103.126,,255.255.255.255,80,2009-11-06 23:44:00,2009-11-06 23:49:00
compromised_server,51308.0,172.28.120.57,,255.255.255.255,80,2009-11-06 23:44:00,2009-11-06 23:49:00
compromised_server,51309.0,172.28.104.143,,255.255.255.255,80,2009-11-06 23:44:00,2009-11-06 23:49:00
compromised_server,51310.0,172.28.104.200,,255.255.255.255,80,2009-11-06 23:44:00,2009-11-06 23:49:00
compromised_server,51311.0,172.28.119.228,,255.255.255.255,80,2009-11-06 23:44:00,2009-11-06 23:49:00
compromised_server,51312.0,172.28.126.109,,255.255.255.255,80,2009-11-06 23:44:00,2009-11-06 23:49:00
failed attack exploit/iis-asp-overflow,51313.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-07 00:40:00,2009-11-07 00:40:00
failed attack exploit/iis-asp-overflow,51314.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-07 00:40:00,2009-11-07 00:40:00
ddos,51316.0,19.202.221.71,0.0,172.28.4.7,80,2009-11-07 05:13:00,2009-11-07 05:15:00
ddos,51320.0,19.202.221.72,0.0,172.28.4.7,80,2009-11-07 06:24:00,2009-11-07 06:26:00
ddos,51321.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-07 06:26:00,2009-11-07 06:28:00
ddos,51322.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-07 07:35:00,2009-11-07 07:39:00
ddos,51323.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-07 07:35:00,2009-11-07 07:39:00
failed attack exploit/iis-asp-overflow,51324.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-07 09:36:00,2009-11-07 09:36:00
failed attack exploit/iis-asp-overflow,51325.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-07 09:36:00,2009-11-07 09:36:00
ddos,51326.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-07 09:39:00,2009-11-07 09:44:00
ddos,51327.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-07 09:39:00,2009-11-07 09:44:00
out2in,51328.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-07 13:38:00,2009-11-07 13:45:00
compromised_server,51329.0,172.28.151.53,,255.255.255.255,80,2009-11-07 13:41:00,2009-11-07 13:45:00
compromised_server,51330.0,172.28.102.68,,255.255.255.255,80,2009-11-07 13:41:00,2009-11-07 13:45:00
compromised_server,51331.0,172.28.103.126,,255.255.255.255,80,2009-11-07 13:41:00,2009-11-07 13:45:00
compromised_server,51332.0,172.28.120.57,,255.255.255.255,80,2009-11-07 13:41:00,2009-11-07 13:45:00
compromised_server,51333.0,172.28.104.200,,255.255.255.255,80,2009-11-07 13:41:00,2009-11-07 13:45:00
compromised_server,51334.0,172.28.126.109,,255.255.255.255,80,2009-11-07 13:42:00,2009-11-07 13:45:00
compromised_server,51335.0,172.28.116.175,,255.255.255.255,80,2009-11-07 13:42:00,2009-11-07 13:45:00
compromised_server,51336.0,172.28.104.143,,255.255.255.255,80,2009-11-07 13:42:00,2009-11-07 13:45:00
compromised_server,51337.0,172.28.119.228,,255.255.255.255,80,2009-11-07 13:42:00,2009-11-07 13:45:00
ddos,51338.0,19.202.221.72,0.0,172.28.4.7,80,2009-11-07 13:50:00,2009-11-07 13:52:00
ddos,51341.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-07 13:52:00,2009-11-07 13:54:00
ddos,51342.0,19.202.221.72,0.0,172.28.4.7,80,2009-11-07 19:00:00,2009-11-07 19:01:00
ddos,51345.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-07 19:02:00,2009-11-07 19:03:00
ddos,51347.0,19.202.221.71,0.0,172.28.4.7,80,2009-11-07 20:10:00,2009-11-07 20:12:00
ddos,51349.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-07 20:12:00,2009-11-07 20:14:00
ddos,51351.0,19.202.221.71,0.0,172.28.4.7,80,2009-11-07 21:12:00,2009-11-07 21:14:00
ddos,51353.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-07 21:14:00,2009-11-07 21:16:00
ddos,51354.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51355.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51356.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51357.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51358.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51359.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51360.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51361.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51362.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51363.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-07 21:55:00,2009-11-07 21:57:00
ddos,51365.0,19.202.221.73,0.0,172.28.4.7,80,2009-11-07 22:46:00,2009-11-07 22:48:00
out2in,51367.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-08 02:44:00,2009-11-08 02:51:00
compromised_server,51368.0,172.28.151.53,,255.255.255.255,80,2009-11-08 02:44:00,2009-11-08 02:51:00
compromised_server,51369.0,172.28.102.68,,255.255.255.255,80,2009-11-08 02:45:00,2009-11-08 02:51:00
compromised_server,51370.0,172.28.116.175,,255.255.255.255,80,2009-11-08 02:45:00,2009-11-08 02:51:00
compromised_server,51371.0,172.28.103.126,,255.255.255.255,80,2009-11-08 02:45:00,2009-11-08 02:51:00
compromised_server,51372.0,172.28.120.57,,255.255.255.255,80,2009-11-08 02:45:00,2009-11-08 02:51:00
compromised_server,51373.0,172.28.104.143,,255.255.255.255,80,2009-11-08 02:45:00,2009-11-08 02:51:00
compromised_server,51374.0,172.28.104.200,,255.255.255.255,80,2009-11-08 02:45:00,2009-11-08 02:51:00
compromised_server,51375.0,172.28.119.228,,255.255.255.255,80,2009-11-08 02:45:00,2009-11-08 02:51:00
compromised_server,51376.0,172.28.126.109,,255.255.255.255,80,2009-11-08 02:45:00,2009-11-08 02:51:00
ddos,51378.0,19.202.221.71,0.0,172.28.4.7,80,2009-11-08 04:16:00,2009-11-08 04:18:00
ddos,51380.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-08 04:18:00,2009-11-08 04:20:00
ddos,51381.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-08 06:16:00,2009-11-08 06:21:00
ddos,51382.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-08 06:16:00,2009-11-08 06:21:00
ddos,51383.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-08 12:23:00,2009-11-08 12:28:00
ddos,51384.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-08 12:23:00,2009-11-08 12:28:00
out2in,51385.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-08 12:37:00,2009-11-08 12:43:00
compromised_server,51386.0,172.28.151.53,,255.255.255.255,80,2009-11-08 12:37:00,2009-11-08 12:43:00
compromised_server,51387.0,172.28.102.68,,255.255.255.255,80,2009-11-08 12:37:00,2009-11-08 12:43:00
compromised_server,51388.0,172.28.116.175,,255.255.255.255,80,2009-11-08 12:37:00,2009-11-08 12:43:00
compromised_server,51389.0,172.28.103.126,,255.255.255.255,80,2009-11-08 12:38:00,2009-11-08 12:43:00
compromised_server,51390.0,172.28.120.57,,255.255.255.255,80,2009-11-08 12:38:00,2009-11-08 12:43:00
compromised_server,51391.0,172.28.104.143,,255.255.255.255,80,2009-11-08 12:38:00,2009-11-08 12:43:00
compromised_server,51392.0,172.28.104.200,,255.255.255.255,80,2009-11-08 12:38:00,2009-11-08 12:43:00
compromised_server,51393.0,172.28.119.228,,255.255.255.255,80,2009-11-08 12:38:00,2009-11-08 12:43:00
compromised_server,51394.0,172.28.126.109,,255.255.255.255,80,2009-11-08 12:38:00,2009-11-08 12:43:00
out2in,51395.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-08 12:57:00,2009-11-08 13:04:00
compromised_server,51396.0,172.28.151.53,,255.255.255.255,80,2009-11-08 12:59:00,2009-11-08 13:04:00
compromised_server,51397.0,172.28.102.68,,255.255.255.255,80,2009-11-08 13:00:00,2009-11-08 13:04:00
compromised_server,51398.0,172.28.103.126,,255.255.255.255,80,2009-11-08 13:00:00,2009-11-08 13:04:00
compromised_server,51399.0,172.28.120.57,,255.255.255.255,80,2009-11-08 13:00:00,2009-11-08 13:04:00
compromised_server,51400.0,172.28.104.200,,255.255.255.255,80,2009-11-08 13:00:00,2009-11-08 13:04:00
compromised_server,51401.0,172.28.126.109,,255.255.255.255,80,2009-11-08 13:00:00,2009-11-08 13:04:00
compromised_server,51402.0,172.28.116.175,,255.255.255.255,80,2009-11-08 13:01:00,2009-11-08 13:04:00
compromised_server,51403.0,172.28.104.143,,255.255.255.255,80,2009-11-08 13:01:00,2009-11-08 13:04:00
compromised_server,51404.0,172.28.119.228,,255.255.255.255,80,2009-11-08 13:01:00,2009-11-08 13:04:00
failed attack exploit/iis-asp-overflow,51405.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-08 13:17:00,2009-11-08 13:17:00
failed attack exploit/iis-asp-overflow,51406.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-08 13:17:00,2009-11-08 13:17:00
failed attack exploit/iis-asp-overflow,51407.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-08 17:35:00,2009-11-08 17:35:00
failed attack exploit/iis-asp-overflow,51408.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-08 17:35:00,2009-11-08 17:35:00
out2in,51409.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51410.0,172.28.151.53,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51411.0,172.28.102.68,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51412.0,172.28.116.175,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51413.0,172.28.103.126,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51414.0,172.28.120.57,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51415.0,172.28.104.143,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51416.0,172.28.104.200,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51417.0,172.28.119.228,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
compromised_server,51418.0,172.28.126.109,,255.255.255.255,80,2009-11-08 17:40:00,2009-11-08 17:46:00
ddos,51419.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51420.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51421.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51422.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51423.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51424.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51425.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51426.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51427.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
ddos,51428.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-08 18:06:00,2009-11-08 18:08:00
out2in,51429.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-08 19:12:00,2009-11-08 19:19:00
compromised_server,51430.0,172.28.151.53,,255.255.255.255,80,2009-11-08 19:14:00,2009-11-08 19:19:00
compromised_server,51431.0,172.28.102.68,,255.255.255.255,80,2009-11-08 19:15:00,2009-11-08 19:19:00
compromised_server,51432.0,172.28.103.126,,255.255.255.255,80,2009-11-08 19:15:00,2009-11-08 19:19:00
compromised_server,51433.0,172.28.120.57,,255.255.255.255,80,2009-11-08 19:15:00,2009-11-08 19:19:00
compromised_server,51434.0,172.28.104.200,,255.255.255.255,80,2009-11-08 19:15:00,2009-11-08 19:19:00
compromised_server,51435.0,172.28.126.109,,255.255.255.255,80,2009-11-08 19:15:00,2009-11-08 19:19:00
compromised_server,51436.0,172.28.116.175,,255.255.255.255,80,2009-11-08 19:15:00,2009-11-08 19:19:00
compromised_server,51437.0,172.28.104.143,,255.255.255.255,80,2009-11-08 19:16:00,2009-11-08 19:19:00
compromised_server,51438.0,172.28.119.228,,255.255.255.255,80,2009-11-08 19:16:00,2009-11-08 19:19:00
ddos,51440.0,19.202.221.73,0.0,172.28.4.7,80,2009-11-08 19:54:00,2009-11-08 19:56:00
ddos,51443.0,19.202.221.73,0.0,172.28.4.7,80,2009-11-08 20:12:00,2009-11-08 20:13:00
failed attack exploit/iis-asp-overflow,51445.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-08 23:15:00,2009-11-08 23:15:00
failed attack exploit/iis-asp-overflow,51446.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-08 23:15:00,2009-11-08 23:15:00
ddos,51447.0,155.108.237.71,0.0,172.28.4.7,80,2009-11-08 23:22:00,2009-11-08 23:27:00
ddos,51448.0,218.233.109.140,0.0,172.28.4.7,80,2009-11-08 23:22:00,2009-11-08 23:27:00
ddos,51449.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:01:00
ddos,51450.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:01:00
ddos,51451.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:01:00
ddos,51452.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:01:00
ddos,51453.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:02:00
ddos,51454.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:02:00
ddos,51455.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:02:00
ddos,51456.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:02:00
ddos,51457.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:02:00
ddos,51458.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-09 01:00:00,2009-11-09 01:02:00
out2in,51459.0,255.255.255.255,0.0,255.255.255.255,80,2009-11-09 01:39:00,2009-11-09 01:46:00
compromised_server,51460.0,172.28.151.53,,255.255.255.255,80,2009-11-09 01:42:00,2009-11-09 01:46:00
compromised_server,51461.0,172.28.102.68,,255.255.255.255,80,2009-11-09 01:42:00,2009-11-09 01:46:00
compromised_server,51462.0,172.28.103.126,,255.255.255.255,80,2009-11-09 01:42:00,2009-11-09 01:46:00
compromised_server,51463.0,172.28.120.57,,255.255.255.255,80,2009-11-09 01:42:00,2009-11-09 01:46:00
compromised_server,51464.0,172.28.104.200,,255.255.255.255,80,2009-11-09 01:42:00,2009-11-09 01:46:00
compromised_server,51465.0,172.28.126.109,,255.255.255.255,80,2009-11-09 01:43:00,2009-11-09 01:46:00
compromised_server,51466.0,172.28.116.175,,255.255.255.255,80,2009-11-09 01:43:00,2009-11-09 01:46:00
compromised_server,51467.0,172.28.104.143,,255.255.255.255,80,2009-11-09 01:43:00,2009-11-09 01:46:00
compromised_server,51468.0,172.28.119.228,,255.255.255.255,80,2009-11-09 01:43:00,2009-11-09 01:46:00
ddos,51469.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51470.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51471.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51472.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51473.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51474.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51475.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51476.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51477.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51478.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-09 03:11:00,2009-11-09 03:12:00
ddos,51479.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51480.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51481.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51482.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51483.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51484.0,16.5.197.28,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51485.0,16.16.174.14,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51486.0,20.18.5.11,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51487.0,20.21.128.24,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
ddos,51488.0,20.38.7.15,0.0,172.28.4.7,80,2009-11-09 03:26:00,2009-11-09 03:27:00
failed attack exploit/iis-asp-overflow,51489.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-09 06:35:00,2009-11-09 06:35:00
failed attack exploit/iis-asp-overflow,51490.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-09 06:35:00,2009-11-09 06:35:00
failed attack exploit/iis-asp-overflow,51491.0,153.25.121.118,0.0,172.28.20.14,80,2009-11-09 12:15:00,2009-11-09 12:15:00
failed attack exploit/iis-asp-overflow,51492.0,153.25.121.118,0.0,172.28.128.124,80,2009-11-09 12:15:00,2009-11-09 12:15:00
ddos,51493.0,19.202.221.71,0.0,172.28.4.7,80,2009-11-09 12:39:00,2009-11-09 12:41:00
ddos,51496.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-09 12:41:00,2009-11-09 12:43:00
ddos,51499.0,19.202.221.73,0.0,172.28.4.7,80,2009-11-09 12:56:00,2009-11-09 12:58:00
ddos,51500.0,19.202.221.72,0.0,172.28.4.7,80,2009-11-09 13:31:00,2009-11-09 13:33:00
ddos,51503.0,120.5.53.166,0.0,172.28.4.7,80,2009-11-09 13:33:00,2009-11-09 13:35:00
ddos,51504.0,1.23.177.16,0.0,172.28.4.7,80,2009-11-09 13:45:00,2009-11-09 13:46:00
ddos,51505.0,5.180.127.39,0.0,172.28.4.7,80,2009-11-09 13:45:00,2009-11-09 13:46:00
ddos,51506.0,9.248.204.55,0.0,172.28.4.7,80,2009-11-09 13:45:00,2009-11-09 13:46:00
ddos,51507.0,11.6.70.13,0.0,172.28.4.7,80,2009-11-09 13:45:00,2009-11-09 13:46:00
ddos,51508.0,15.231.243.19,0.0,172.28.4.7,80,2009-11-09 13:45:00,2009-11-09 13:46:00
